2025-07-25 11:32:25.200 | INFO     | __main__:initialize:39 - Initializing RSS & Email Aggregator...
2025-07-25 11:32:29.980 | INFO     | feeds:fetch_single_feed:99 - Added new item: Bitcoin Slides to $115K as Dow Jones' Rally Stalls at December-January High from CoinDesk
2025-07-25 11:32:29.982 | INFO     | feeds:fetch_single_feed:99 - Added new item: Ark Invest Dumps $12M Coinbase Shares After Loading Up on Ether Treasury Firm Bitmine from CoinDesk
2025-07-25 11:32:29.985 | INFO     | feeds:fetch_single_feed:99 - Added new item: Volmex's Bitcoin and Ether Volatility Futures Top $10M Volume Since Debut as Traders Look Beyond Price from CoinDesk
2025-07-25 11:32:29.988 | INFO     | feeds:fetch_single_feed:99 - Added new item: Roman Storm Trial: Is Coding A Crime? The Tornado Cash Court Battle Intensifies from CoinDesk
2025-07-25 11:32:29.992 | INFO     | feeds:fetch_single_feed:99 - Added new item: Bitcoin Whale Bets $23.7M on BTC Rally to $200K by Year-End from CoinDesk
2025-07-25 11:32:29.995 | INFO     | feeds:fetch_single_feed:99 - Added new item: Elon Musk’s xAI Partners With Kalshi to Bring Grok to Prediction Markets from CoinDesk
2025-07-25 11:32:29.999 | INFO     | feeds:fetch_single_feed:99 - Added new item: Polkadot's DOT Bounces After 7% Decline from CoinDesk
2025-07-25 11:32:30.001 | INFO     | feeds:fetch_single_feed:99 - Added new item: Yuga Labs Bored Ape Yacht Club $9M Win Against Ryder Ripps Overturned, Must Better Prove Trademark Infringement from CoinDesk
2025-07-25 11:32:30.005 | INFO     | feeds:fetch_single_feed:99 - Added new item: ICP Falls Sharply From $5.76 High Amid Renewed Bearish Pressure from CoinDesk
2025-07-25 11:32:30.008 | INFO     | feeds:fetch_single_feed:99 - Added new item: Why 'Expensive' Ethereum Will Dominate Institutional DeFi from CoinDesk
2025-07-25 11:32:30.011 | INFO     | feeds:fetch_single_feed:99 - Added new item: Michael Saylor's Strategy Boosts Latest Preferred Share Raise to $2B From $500M: Bloomberg from CoinDesk
2025-07-25 11:32:30.013 | INFO     | feeds:fetch_single_feed:99 - Added new item: NEAR Protocol Rebounds 9% as Investors Capitalize on Market Dislocation from CoinDesk
2025-07-25 11:32:30.016 | INFO     | feeds:fetch_single_feed:99 - Added new item: BONK Jumps 6.5% as Solana-Based Meme Token Captures Market Share from CoinDesk
2025-07-25 11:32:30.019 | INFO     | feeds:fetch_single_feed:99 - Added new item: ATOM Surges 7% After Sharp Plunge to $4.47 Support Level from CoinDesk
2025-07-25 11:32:30.022 | INFO     | feeds:fetch_single_feed:99 - Added new item: Ether Surges 4% as ETH Treasury Firm BitMine Steps Up Bid to Acquire 5% of Supply from CoinDesk
2025-07-25 11:32:30.025 | INFO     | feeds:fetch_single_feed:99 - Added new item: Retail XRP Holders Could Soon Earn 20% Yield on Their Tokens from CoinDesk
2025-07-25 11:32:30.028 | INFO     | feeds:fetch_single_feed:99 - Added new item: Ether Treasury Company GameSquare Buys CryptoPunk NFT for $5.15M from CoinDesk
2025-07-25 11:32:30.031 | INFO     | feeds:fetch_single_feed:99 - Added new item: Ethena Taps Anchorage to Issue $1.5B USDtb Stablecoin Under GENIUS Act from CoinDesk
2025-07-25 11:32:30.034 | INFO     | feeds:fetch_single_feed:99 - Added new item: SUI Rebounds After Overnight Sell-Off Amid ETF Momentum from CoinDesk
2025-07-25 11:32:30.037 | INFO     | feeds:fetch_single_feed:99 - Added new item: Solana Players Unveil ‘Internet Capital Markets’ Roadmap from CoinDesk
2025-07-25 11:32:30.040 | INFO     | feeds:fetch_single_feed:99 - Added new item: Crypto for Advisors: Blockchain and the Music Industry from CoinDesk
2025-07-25 11:32:30.043 | INFO     | feeds:fetch_single_feed:99 - Added new item: Stablecoin Supply to Grow as Much as $75B Following Passage of GENIUS Act, BofA Says from CoinDesk
2025-07-25 11:32:30.044 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 25 new items from CoinDesk
2025-07-25 11:32:31.045 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: CryptoPanic (https://cryptopanic.com/news/feed/)
2025-07-25 11:32:31.445 | WARNING  | feeds:fetch_single_feed:52 - Feed CryptoPanic may have issues: <unknown>:6:99: not well-formed (invalid token)
2025-07-25 11:32:31.445 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 0 new items from CryptoPanic
2025-07-25 11:32:32.447 | INFO     | feeds:fetch_all_feeds:162 - RSS fetch cycle completed. Total new items: 51
2025-07-25 11:32:32.447 | INFO     | __main__:run_once:158 - RSS fetch completed: 51 new items
2025-07-25 11:32:32.448 | INFO     | rss_export:generate_feed_xml:42 - Generating RSS feed with 50 items
2025-07-25 11:32:32.460 | INFO     | rss_export:generate_feed_xml:80 - RSS feed generated successfully: feed.xml
2025-07-25 11:41:10.428 | INFO     | feeds:fetch_all_feeds:137 - Starting RSS feed fetch cycle
2025-07-25 11:41:10.430 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: Reuters World News (http://feeds.reuters.com/Reuters/worldNews)
2025-07-25 11:41:10.454 | ERROR    | feeds:fetch_single_feed:123 - Network error fetching Reuters World News: HTTPConnectionPool(host='feeds.reuters.com', port=80): Max retries exceeded with url: /Reuters/worldNews (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x000001AEBCE8CB90>: Failed to resolve 'feeds.reuters.com' ([Errno 11001] getaddrinfo failed)"))
2025-07-25 11:41:11.456 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: AP Top News (https://apnews.com/hub/ap-top-news/rss.xml)
2025-07-25 11:41:11.700 | INFO     | feeds:fetch_all_feeds:137 - Starting RSS feed fetch cycle
2025-07-25 11:41:11.700 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: Reuters World News (http://feeds.reuters.com/Reuters/worldNews)
2025-07-25 11:41:11.703 | ERROR    | feeds:fetch_single_feed:123 - Network error fetching Reuters World News: HTTPConnectionPool(host='feeds.reuters.com', port=80): Max retries exceeded with url: /Reuters/worldNews (Caused by NameResolutionError("<urllib3.connection.HTTPConnection object at 0x000001AEBCDFBE10>: Failed to resolve 'feeds.reuters.com' ([Errno 11001] getaddrinfo failed)"))
2025-07-25 11:41:12.661 | WARNING  | feeds:fetch_single_feed:52 - Feed AP Top News may have issues: <unknown>:322:32: not well-formed (invalid token)
2025-07-25 11:41:12.662 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 0 new items from AP Top News
2025-07-25 11:41:12.705 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: AP Top News (https://apnews.com/hub/ap-top-news/rss.xml)
2025-07-25 11:41:13.532 | WARNING  | feeds:fetch_single_feed:52 - Feed AP Top News may have issues: <unknown>:322:32: not well-formed (invalid token)
2025-07-25 11:41:13.532 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 0 new items from AP Top News
2025-07-25 11:41:13.663 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: BBC World News (http://feeds.bbci.co.uk/news/world/rss.xml)
2025-07-25 11:41:13.820 | INFO     | feeds:fetch_single_feed:99 - Added new item: Thailand warns clashes with Cambodia could 'move towards war' from BBC World News
2025-07-25 11:41:13.840 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 1 new items from BBC World News
2025-07-25 11:41:14.533 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: BBC World News (http://feeds.bbci.co.uk/news/world/rss.xml)
2025-07-25 11:41:14.678 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 0 new items from BBC World News
2025-07-25 11:41:14.842 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: CoinDesk (https://www.coindesk.com/arc/outboundfeeds/rss/)
2025-07-25 11:41:15.146 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 0 new items from CoinDesk
2025-07-25 11:41:15.680 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: CoinDesk (https://www.coindesk.com/arc/outboundfeeds/rss/)
2025-07-25 11:41:16.033 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 0 new items from CoinDesk
2025-07-25 11:41:16.148 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: CryptoPanic (https://cryptopanic.com/news/feed/)
2025-07-25 11:41:16.402 | WARNING  | feeds:fetch_single_feed:52 - Feed CryptoPanic may have issues: <unknown>:6:99: not well-formed (invalid token)
2025-07-25 11:41:16.403 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 0 new items from CryptoPanic
2025-07-25 11:41:17.034 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: CryptoPanic (https://cryptopanic.com/news/feed/)
2025-07-25 11:41:17.294 | WARNING  | feeds:fetch_single_feed:52 - Feed CryptoPanic may have issues: <unknown>:6:99: not well-formed (invalid token)
2025-07-25 11:41:17.295 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 0 new items from CryptoPanic
2025-07-25 11:41:17.403 | INFO     | feeds:fetch_all_feeds:162 - RSS fetch cycle completed. Total new items: 1
2025-07-25 11:41:18.296 | INFO     | feeds:fetch_all_feeds:162 - RSS fetch cycle completed. Total new items: 0
2025-07-25 11:43:46.995 | INFO     | __main__:initialize:39 - Initializing RSS & Email Aggregator...
2025-07-25 11:43:47.000 | INFO     | __main__:initialize:44 - Database initialized successfully
2025-07-25 11:43:47.001 | ERROR    | email_fetch:authenticate:70 - Gmail credentials file not found: credentials.json
2025-07-25 11:43:47.001 | ERROR    | email_fetch:authenticate:73 - Please download credentials.json from Google Cloud Console
2025-07-25 11:43:47.001 | WARNING  | __main__:initialize:55 - Gmail authentication failed - email features disabled
2025-07-25 11:43:47.002 | INFO     | __main__:run_once:152 - Running one-time fetch...
2025-07-25 11:43:47.002 | INFO     | feeds:fetch_all_feeds:137 - Starting RSS feed fetch cycle
2025-07-25 11:43:47.002 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: Reuters World News (https://feeds.reuters.com/reuters/worldNews)
2025-07-25 11:43:47.019 | ERROR    | feeds:fetch_single_feed:123 - Network error fetching Reuters World News: HTTPSConnectionPool(host='feeds.reuters.com', port=443): Max retries exceeded with url: /reuters/worldNews (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x0000024CE754A490>: Failed to resolve 'feeds.reuters.com' ([Errno 11001] getaddrinfo failed)"))
2025-07-25 11:43:48.020 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: AP Top News (https://feeds.apnews.com/rss/apf-topnews)
2025-07-25 11:43:48.055 | ERROR    | feeds:fetch_single_feed:123 - Network error fetching AP Top News: HTTPSConnectionPool(host='feeds.apnews.com', port=443): Max retries exceeded with url: /rss/apf-topnews (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x0000024CE754C210>: Failed to resolve 'feeds.apnews.com' ([Errno 11001] getaddrinfo failed)"))
2025-07-25 11:43:49.056 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: BBC World News (http://feeds.bbci.co.uk/news/world/rss.xml)
2025-07-25 11:43:49.273 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 0 new items from BBC World News
2025-07-25 11:43:50.274 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: CoinDesk (https://www.coindesk.com/arc/outboundfeeds/rss/)
2025-07-25 11:43:50.580 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 0 new items from CoinDesk
2025-07-25 11:43:51.582 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: CryptoPanic (https://cryptopanic.com/api/v1/posts/?auth_token=&public=true&format=rss)
2025-07-25 11:43:51.710 | ERROR    | feeds:fetch_single_feed:123 - Network error fetching CryptoPanic: 400 Client Error: Bad Request for url: https://cryptopanic.com/api/v1/posts/?auth_token=&public=true&format=rss
2025-07-25 11:43:52.712 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: CNN World (http://rss.cnn.com/rss/edition.rss)
2025-07-25 11:43:53.064 | INFO     | feeds:fetch_single_feed:99 - Added new item: Trump pleads not guilty to 34 felony counts from CNN World
2025-07-25 11:43:53.067 | INFO     | feeds:fetch_single_feed:99 - Added new item: Haberman reveals why Trump attacked judge and his family in speech from CNN World
2025-07-25 11:43:53.070 | INFO     | feeds:fetch_single_feed:99 - Added new item: What to know about the Trump indictment on the eve of his court appearance from CNN World
2025-07-25 11:43:53.073 | INFO     | feeds:fetch_single_feed:99 - Added new item: READ: Trump indictment related to hush money payment from CNN World
2025-07-25 11:43:53.076 | INFO     | feeds:fetch_single_feed:99 - Added new item: Russian authorities detain suspect over St. Petersburg cafe blast from CNN World
2025-07-25 11:43:53.079 | INFO     | feeds:fetch_single_feed:99 - Added new item: Video shows moment of deadly explosion at cafe in Russia from CNN World
2025-07-25 11:43:53.082 | INFO     | feeds:fetch_single_feed:99 - Added new item: Wall Street Journal reporter Evan Gershkovich appeals against arrest, Russian state media says from CNN World
2025-07-25 11:43:53.085 | INFO     | feeds:fetch_single_feed:99 - Added new item: Suspected Chinese spy balloon was able to transmit information back to Beijing from CNN World
2025-07-25 11:43:53.088 | INFO     | feeds:fetch_single_feed:99 - Added new item: Beijing promised to 'fight back' over Taiwan leader's US visit. But this time it has more to lose from CNN World
2025-07-25 11:43:53.091 | INFO     | feeds:fetch_single_feed:99 - Added new item: 'Scary, cold, hungry and lonely': Volunteer soldier shares experience on front line from CNN World
2025-07-25 11:43:53.094 | INFO     | feeds:fetch_single_feed:99 - Added new item: The four astronauts NASA picked for the first crewed moon mission in 50 years from CNN World
2025-07-25 11:43:53.097 | INFO     | feeds:fetch_single_feed:99 - Added new item: French minister under fire for Playboy magazine cover from CNN World
2025-07-25 11:43:53.101 | INFO     | feeds:fetch_single_feed:99 - Added new item: Why did Finland's PM lose? Reporter explains the key issue voters cared about from CNN World
2025-07-25 11:43:53.104 | INFO     | feeds:fetch_single_feed:99 - Added new item: Britain's pound is beating every other major currency this year from CNN World
2025-07-25 11:43:53.107 | INFO     | feeds:fetch_single_feed:99 - Added new item: Finland's Prime Minister Sanna Marin concedes election from CNN World
2025-07-25 11:43:53.110 | INFO     | feeds:fetch_single_feed:99 - Added new item: Hundreds of millions at risk from Chinese shopping app malware from CNN World
2025-07-25 11:43:53.113 | INFO     | feeds:fetch_single_feed:99 - Added new item: The $500 billion beauty industry's 'green' ambitions are a patchwork at best. And they're falling short from CNN World
2025-07-25 11:43:53.116 | INFO     | feeds:fetch_single_feed:99 - Added new item: A new approach to a Covid-19 nasal vaccine shows early promise from CNN World
2025-07-25 11:43:53.119 | INFO     | feeds:fetch_single_feed:99 - Added new item: Video shows moment man throws yogurt on two women in Iran from CNN World
2025-07-25 11:43:53.122 | INFO     | feeds:fetch_single_feed:99 - Added new item: Israeli military veterans, a backbone of protest movement, vow to keep demonstrating from CNN World
2025-07-25 11:43:53.125 | INFO     | feeds:fetch_single_feed:99 - Added new item: Erdogan's political fate may be determined by Turkey's Kurds from CNN World
2025-07-25 11:43:53.128 | INFO     | feeds:fetch_single_feed:99 - Added new item: Dogecoin jumps after Elon Musk replaces Twitter bird with Shiba Inu from CNN World
2025-07-25 11:43:53.131 | INFO     | feeds:fetch_single_feed:99 - Added new item: Micron Technology: China probes US chip maker for cybersecurity risks as tech tension escalates from CNN World
2025-07-25 11:43:53.134 | INFO     | feeds:fetch_single_feed:99 - Added new item: Man rides out tornado inside van. See the footage from CNN World
2025-07-25 11:43:53.137 | INFO     | feeds:fetch_single_feed:99 - Added new item: China Renaissance suspends trading, delays results after founder's disappearance from CNN World
2025-07-25 11:43:53.141 | INFO     | feeds:fetch_single_feed:99 - Added new item: HSBC's top execs face tense shareholders calling for a breakup from CNN World
2025-07-25 11:43:53.144 | INFO     | feeds:fetch_single_feed:99 - Added new item: Lawmaker speaks out about his struggle with depression from CNN World
2025-07-25 11:43:53.147 | INFO     | feeds:fetch_single_feed:99 - Added new item: CEOs are tired of being held responsible for gun regulation from CNN World
2025-07-25 11:43:53.150 | INFO     | feeds:fetch_single_feed:99 - Added new item: What pet cemeteries reveal about being human from CNN World
2025-07-25 11:43:53.153 | INFO     | feeds:fetch_single_feed:99 - Added new item: Scientists film deepest ever fish on seabed off Japan from CNN World
2025-07-25 11:43:53.156 | INFO     | feeds:fetch_single_feed:99 - Added new item: What OPEC's surprise oil cut means for gas prices from CNN World
2025-07-25 11:43:53.159 | INFO     | feeds:fetch_single_feed:99 - Added new item: Palestinian taxi driver recounts surviving attack by right-wing protesters from CNN World
2025-07-25 11:43:53.162 | INFO     | feeds:fetch_single_feed:99 - Added new item: Giving Marjorie Taylor Greene a platform isn't good for America from CNN World
2025-07-25 11:43:53.165 | INFO     | feeds:fetch_single_feed:99 - Added new item: These are the animals people most want to see photographed from CNN World
2025-07-25 11:43:53.168 | INFO     | feeds:fetch_single_feed:99 - Added new item: Syrian refugee elected mayor of German town, years after fleeing war from CNN World
2025-07-25 11:43:53.172 | INFO     | feeds:fetch_single_feed:99 - Added new item: Study finds slightly higher risk of autism diagnosis in areas with more lithium in drinking water, but experts say more research is needed from CNN World
2025-07-25 11:43:53.176 | INFO     | feeds:fetch_single_feed:99 - Added new item: Kwame Brathwaite, photographer of 'Black is Beautiful' movement, dies at 85 from CNN World
2025-07-25 11:43:53.179 | INFO     | feeds:fetch_single_feed:99 - Added new item: This boiled bag of offal is banned in the US. In Scotland it's a fine-dining treat from CNN World
2025-07-25 11:43:53.183 | INFO     | feeds:fetch_single_feed:99 - Added new item: Musk's Twitter promised a purge of blue check marks. Instead he singled out the New York Times from CNN World
2025-07-25 11:43:53.186 | INFO     | feeds:fetch_single_feed:99 - Added new item: See the world's deepest fish from CNN World
2025-07-25 11:43:53.189 | INFO     | feeds:fetch_single_feed:99 - Added new item: Emma Heming Willis shares family photos as daughter Mabel turns 11 from CNN World
2025-07-25 11:43:53.192 | INFO     | feeds:fetch_single_feed:99 - Added new item: Some fans whistle as Lionel Messi's name is announced as Paris Saint-Germain's season hits new low from CNN World
2025-07-25 11:43:53.196 | INFO     | feeds:fetch_single_feed:99 - Added new item: Chelsea searches for new manager as Premier League breaks record for most sackings in a single season from CNN World
2025-07-25 11:43:53.199 | INFO     | feeds:fetch_single_feed:99 - Added new item: See 'Star Wars' legend react to Acosta's Darth Vader impression from CNN World
2025-07-25 11:43:53.202 | INFO     | feeds:fetch_single_feed:99 - Added new item: Angel Reese defends gesture directed towards Caitlin Clark after LSU national title win; calls out double standard after being 'unapologetically' her from CNN World
2025-07-25 11:43:53.205 | INFO     | feeds:fetch_single_feed:99 - Added new item: Teenage swimmer breaks two world records in four days from CNN World
2025-07-25 11:43:53.208 | INFO     | feeds:fetch_single_feed:99 - Added new item: The haunting Masters meltdown that changed Rory McIlroy's career from CNN World
2025-07-25 11:43:53.211 | INFO     | feeds:fetch_single_feed:99 - Added new item: A snowboarder got buried upside down in snow. See skier's quick reaction. from CNN World
2025-07-25 11:43:53.215 | INFO     | feeds:fetch_single_feed:99 - Added new item: 2023 March Madness: Will UConn or San Diego State triumph in the national championship game that 'means everything?' from CNN World
2025-07-25 11:43:53.219 | INFO     | feeds:fetch_single_feed:99 - Added new item: Shania Twain calls for equal pay and more diversity in country music from CNN World
2025-07-25 11:43:53.219 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 50 new items from CNN World
2025-07-25 11:43:54.221 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: NPR News (https://feeds.npr.org/1001/rss.xml)
2025-07-25 11:43:54.320 | INFO     | feeds:fetch_single_feed:99 - Added new item: Who or what is Trump's "beautiful baby?" Find out in the quiz from NPR News
2025-07-25 11:43:54.323 | INFO     | feeds:fetch_single_feed:99 - Added new item: Germany sees anti-Pride events and restricts rainbow flags ahead of LGBTQ+ parties from NPR News
2025-07-25 11:43:54.326 | INFO     | feeds:fetch_single_feed:99 - Added new item: Making a living as a poker player is hard. The 'Big Beautiful Bill' makes it harder from NPR News
2025-07-25 11:43:54.329 | INFO     | feeds:fetch_single_feed:99 - Added new item: Hit the road, Jack! Lumberjills chip their way into timber sports from NPR News
2025-07-25 11:43:54.331 | INFO     | feeds:fetch_single_feed:99 - Added new item: Warning labels on menopause treatments 'scare women', doctors tell FDA from NPR News
2025-07-25 11:43:54.335 | INFO     | feeds:fetch_single_feed:99 - Added new item: What we know about Columbia's $221 million settlement with the Trump administration from NPR News
2025-07-25 11:43:54.338 | INFO     | feeds:fetch_single_feed:99 - Added new item: Fearing coverage could change, some parents rush to vaccinate their kids from NPR News
2025-07-25 11:43:54.342 | INFO     | feeds:fetch_single_feed:99 - Added new item: Trump voters wanted lower medical bills. But for millions, bills are about to go up from NPR News
2025-07-25 11:43:54.345 | INFO     | feeds:fetch_single_feed:99 - Added new item: How and why Trump has struggled in dealing with the Epstein files from NPR News
2025-07-25 11:43:54.348 | INFO     | feeds:fetch_single_feed:99 - Added new item: Once considered a safe investment, U.S. Treasuries now feel shakier from NPR News
2025-07-25 11:43:54.348 | INFO     | feeds:fetch_single_feed:117 - Successfully processed 10 new items from NPR News
2025-07-25 11:43:55.351 | INFO     | feeds:fetch_single_feed:40 - Fetching RSS feed: TechCrunch (https://techcrunch.com/feed/)
2025-07-25 11:43:55.494 | INFO     | feeds:fetch_single_feed:99 - Added new item: Amid increased momentum for defense, the NATO Innovation Fund refreshes its investment team from TechCrunch
2025-07-25 11:43:55.498 | INFO     | feeds:fetch_single_feed:99 - Added new item: How a Y Combinator food-delivery app used TikTok to soar in the App Store from TechCrunch
